category1,category2,title,url,size
医科診療行為,A基本診療料,初再診料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711806.xlsx,
医科診療行為,A基本診療料,初再診料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711808.xlsx,
医科診療行為,A基本診療料,短期滞在手術等基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711809.xlsx,
医科診療行為,A基本診療料,短期滞在手術等基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711811.xlsx,
医科診療行為,A基本診療料,特定入院料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711812.xlsx,
医科診療行為,A基本診療料,特定入院料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711815.xlsx,
医科診療行為,A基本診療料,入院基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711816.xlsx,
医科診療行為,A基本診療料,入院基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711817.xlsx,
医科診療行為,A基本診療料,入院基本料等加算_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711819.xlsx,
医科診療行為,A基本診療料,入院基本料等加算_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711824.xlsx,
医科診療行為,B医学管理等,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711827.xlsx,
医科診療行為,B医学管理等,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711828.xlsx,
医科診療行為,C在宅医療,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711831.xlsx,
医科診療行為,C在宅医療,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711832.xlsx,
医科診療行為,D検査,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711834.xlsx,
医科診療行為,D検査,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711837.xlsx,
医科診療行為,E画像診断,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711838.xlsx,
医科診療行為,E画像診断,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711840.xlsx,
医科診療行為,F投薬,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711842.xlsx,
医科診療行為,F投薬,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711844.xlsx,
医科診療行為,G注射,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000711847.xlsx,
医科診療行為,G注射,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000711848.xlsx,
