category1,category2,title,url,size
医科診療行為,A基本診療料,初再診料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262049.xlsx,49KB
医科診療行為,A基本診療料,初再診料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262050.xlsx,58KB
医科診療行為,A基本診療料,初再診料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262051.xlsx,31KB
医科診療行為,A基本診療料,初再診料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262052.xlsx,256KB
医科診療行為,A基本診療料,短期滞在手術等基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262053.xlsx,21KB
医科診療行為,A基本診療料,短期滞在手術等基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262054.xlsx,23KB
医科診療行為,A基本診療料,短期滞在手術等基本料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262055.xlsx,15KB
医科診療行為,A基本診療料,短期滞在手術等基本料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262056.xlsx,73KB
医科診療行為,A基本診療料,特定入院料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262057.xlsx,134KB
医科診療行為,A基本診療料,特定入院料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262058.xlsx,157KB
医科診療行為,A基本診療料,特定入院料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262059.xlsx,71KB
医科診療行為,A基本診療料,特定入院料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262061.xlsx,636KB
医科診療行為,A基本診療料,入院基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262062.xlsx,89KB
医科診療行為,A基本診療料,入院基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262063.xlsx,104KB
医科診療行為,A基本診療料,入院基本料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262064.xlsx,48KB
医科診療行為,A基本診療料,入院基本料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262066.xlsx,428KB
医科診療行為,A基本診療料,入院基本料等加算_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262067.xlsx,66KB
医科診療行為,A基本診療料,入院基本料等加算_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262068.xlsx,77KB
医科診療行為,A基本診療料,入院基本料等加算_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262069.xlsx,39KB
医科診療行為,A基本診療料,入院基本料等加算_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262070.xlsx,345KB
医科診療行為,B医学管理等,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262071.xlsx,101KB
医科診療行為,B医学管理等,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262072.xlsx,123KB
医科診療行為,B医学管理等,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262073.xlsx,57KB
医科診療行為,B医学管理等,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262074.xlsx,574KB
医科診療行為,C在宅医療,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262075.xlsx,106KB
医科診療行為,C在宅医療,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262076.xlsx,126KB
医科診療行為,C在宅医療,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262077.xlsx,57KB
医科診療行為,C在宅医療,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262078.xlsx,577KB
医科診療行為,D検査,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262144.xlsx,747KB
医科診療行為,D検査,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262145.xlsx,875KB
医科診療行為,D検査,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262147.xlsx,343KB
医科診療行為,D検査,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262151.xlsx,4.4MB
医科診療行為,E画像診断,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262152.xlsx,110KB
医科診療行為,E画像診断,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262153.xlsx,128KB
医科診療行為,E画像診断,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262154.xlsx,59KB
医科診療行為,E画像診断,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262155.xlsx,588KB
医科診療行為,F投薬,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262163.xlsx,32KB
医科診療行為,F投薬,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262164.xlsx,36KB
医科診療行為,F投薬,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262165.xlsx,23KB
医科診療行為,F投薬,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262166.xlsx,140KB
医科診療行為,G注射,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262167.xlsx,46KB
医科診療行為,G注射,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262168.xlsx,53KB
医科診療行為,G注射,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262169.xlsx,29KB
医科診療行為,G注射,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262170.xlsx,222KB
医科診療行為,Hリハビリテーション,性年齢別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001262173.xlsx,57KB
医科診療行為,Hリハビリテーション,都道府県別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001262174.xlsx,66KB
医科診療行為,Hリハビリテーション,診療月別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001262175.xlsx,39KB
医科診療行為,Hリハビリテーション,二次医療圏別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001262176.xlsx,253KB
医科診療行為,I精神科専門療法料,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262177.xlsx,65KB
医科診療行為,I精神科専門療法料,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262178.xlsx,74KB
医科診療行為,I精神科専門療法料,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262179.xlsx,38KB
医科診療行為,I精神科専門療法料,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262180.xlsx,301KB
医科診療行為,J処置,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262181.xlsx,209KB
医科診療行為,J処置,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262182.xlsx,247KB
医科診療行為,J処置,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262183.xlsx,106KB
医科診療行為,J処置,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262184.xlsx,1.2MB
医科診療行為,K手術,款別性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262185.xlsx,829KB
医科診療行為,K手術,款別都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262186.xlsx,983KB
医科診療行為,K手術,款別診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262187.xlsx,431KB
医科診療行為,K手術,款別二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262188.xlsx,4.6MB
医科診療行為,K輸血料,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262189.xlsx,36KB
医科診療行為,K輸血料,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262190.xlsx,41KB
医科診療行為,K輸血料,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262191.xlsx,25KB
医科診療行為,K輸血料,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262192.xlsx,156KB
医科診療行為,L麻酔,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262194.xlsx,79KB
医科診療行為,L麻酔,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262195.xlsx,92KB
医科診療行為,L麻酔,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262196.xlsx,45KB
医科診療行為,L麻酔,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262197.xlsx,418KB
医科診療行為,M放射線治療,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262198.xlsx,51KB
医科診療行為,M放射線治療,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262199.xlsx,59KB
医科診療行為,M放射線治療,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262200.xlsx,32KB
医科診療行為,M放射線治療,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262201.xlsx,227KB
医科診療行為,N病理診断,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262202.xlsx,37KB
医科診療行為,N病理診断,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001262204.xlsx,42KB
医科診療行為,N病理診断,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001262205.xlsx,25KB
医科診療行為,N病理診断,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001262206.xlsx,166KB
医科診療行為,クロス表,【初診】都道府県性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262207.xlsx,38KB
医科診療行為,クロス表,【再診】都道府県性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001262208.xlsx,33KB
