category1,category2,title,url,size
医科診療行為,A基本診療料,初再診料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122068.xlsx,64KB
医科診療行為,A基本診療料,初再診料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122069.xlsx,74KB
医科診療行為,A基本診療料,初再診料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122070.xlsx,44KB
医科診療行為,A基本診療料,初再診料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122071.xlsx,291KB
医科診療行為,A基本診療料,短期滞在手術等基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122072.xlsx,30KB
医科診療行為,A基本診療料,短期滞在手術等基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122073.xlsx,32KB
医科診療行為,A基本診療料,短期滞在手術等基本料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122074.xlsx,25KB
医科診療行為,A基本診療料,短期滞在手術等基本料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122075.xlsx,78KB
医科診療行為,A基本診療料,特定入院料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122076.xlsx,149KB
医科診療行為,A基本診療料,特定入院料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122077.xlsx,172KB
医科診療行為,A基本診療料,特定入院料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122078.xlsx,84KB
医科診療行為,A基本診療料,特定入院料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122116.xlsx,674KB
医科診療行為,A基本診療料,入院基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122080.xlsx,96KB
医科診療行為,A基本診療料,入院基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122081.xlsx,110KB
医科診療行為,A基本診療料,入院基本料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122082.xlsx,57KB
医科診療行為,A基本診療料,入院基本料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122083.xlsx,418KB
医科診療行為,A基本診療料,入院基本料等加算_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122084.xlsx,78KB
医科診療行為,A基本診療料,入院基本料等加算_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122085.xlsx,89KB
医科診療行為,A基本診療料,入院基本料等加算_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122086.xlsx,48KB
医科診療行為,A基本診療料,入院基本料等加算_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122087.xlsx,335KB
医科診療行為,B医学管理等,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122088.xlsx,118KB
医科診療行為,B医学管理等,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122089.xlsx,141KB
医科診療行為,B医学管理等,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122090.xlsx,70KB
医科診療行為,B医学管理等,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122091.xlsx,623KB
医科診療行為,C在宅医療,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122092.xlsx,124KB
医科診療行為,C在宅医療,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122093.xlsx,145KB
医科診療行為,C在宅医療,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122094.xlsx,70KB
医科診療行為,C在宅医療,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122095.xlsx,623KB
医科診療行為,D検査,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122096.xlsx,778KB
医科診療行為,D検査,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122097.xlsx,906KB
医科診療行為,D検査,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122098.xlsx,362KB
医科診療行為,D検査,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122099.xlsx,4.5MB
医科診療行為,E画像診断,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122100.xlsx,117KB
医科診療行為,E画像診断,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122101.xlsx,134KB
医科診療行為,E画像診断,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122102.xlsx,67KB
医科診療行為,E画像診断,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122103.xlsx,576KB
医科診療行為,F投薬,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122104.xlsx,41KB
医科診療行為,F投薬,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122105.xlsx,45KB
医科診療行為,F投薬,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122106.xlsx,32KB
医科診療行為,F投薬,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122107.xlsx,141KB
医科診療行為,G注射,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122108.xlsx,55KB
医科診療行為,G注射,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122109.xlsx,62KB
医科診療行為,G注射,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122110.xlsx,39KB
医科診療行為,G注射,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122111.xlsx,222KB
医科診療行為,Hリハビリテーション,性年齢別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001122112.xlsx,63KB
医科診療行為,Hリハビリテーション,都道府県別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001122113.xlsx,70KB
医科診療行為,Hリハビリテーション,診療月別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001122114.xlsx,47KB
医科診療行為,Hリハビリテーション,二次医療圏別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/001122115.xlsx,223KB
医科診療行為,I精神科専門療法,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122117.xlsx,74KB
医科診療行為,I精神科専門療法,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122118.xlsx,82KB
医科診療行為,I精神科専門療法,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122119.xlsx,48KB
医科診療行為,I精神科専門療法,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122120.xlsx,301KB
医科診療行為,J処置,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122121.xlsx,218KB
医科診療行為,J処置,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122122.xlsx,254KB
医科診療行為,J処置,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122123.xlsx,116KB
医科診療行為,J処置,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122124.xlsx,1.2MB
医科診療行為,K手術,款別性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122125.xlsx,840KB
医科診療行為,K手術,款別都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122126.xlsx,995KB
医科診療行為,K手術,款別診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122127.xlsx,443KB
医科診療行為,K手術,款別二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122128.xlsx,4.7MB
医科診療行為,K輸血料,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122129.xlsx,45KB
医科診療行為,K輸血料,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122131.xlsx,49KB
医科診療行為,K輸血料,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122132.xlsx,34KB
医科診療行為,K輸血料,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122133.xlsx,151KB
医科診療行為,L麻酔,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122161.xlsx,88KB
医科診療行為,L麻酔,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122162.xlsx,100KB
医科診療行為,L麻酔,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122163.xlsx,54KB
医科診療行為,L麻酔,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122164.xlsx,414KB
医科診療行為,M放射線治療,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122165.xlsx,60KB
医科診療行為,M放射線治療,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122166.xlsx,68KB
医科診療行為,M放射線治療,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122167.xlsx,41KB
医科診療行為,M放射線治療,二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001122168.xlsx,226KB
医科診療行為,N病理診断,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001122173.xlsx,46KB
医科診療行為,N病理診断,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001122174.xlsx,51KB
医科診療行為,N病理診断,診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001122175.xlsx,34KB
