category1,category2,title,url,size
医科診療行為（算定回数）,A基本診療料,初再診料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001258250.xlsx,62KB
医科診療行為（算定回数）,A基本診療料,初再診料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001258251.xlsx,74KB
医科診療行為（算定回数）,A基本診療料,初再診料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001258252.xlsx,37KB
医科診療行為（算定回数）,A基本診療料,初再診料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001258253.xlsx,340KB
医科診療行為（算定回数）,A基本診療料,短期滞在手術等基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001258255.xlsx,32KB
医科診療行為（算定回数）,A基本診療料,短期滞在手術等基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001258256.xlsx,36KB
医科診療行為（算定回数）,A基本診療料,短期滞在手術等基本料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001258254.xlsx,21KB
医科診療行為（算定回数）,A基本診療料,短期滞在手術等基本料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001258257.xlsx,138KB
医科診療行為（算定回数）,A基本診療料,特定入院料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001258268.xlsx,187KB
医科診療行為（算定回数）,A基本診療料,特定入院料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001258269.xlsx,210KB
医科診療行為（算定回数）,A基本診療料,特定入院料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001260105.xlsx,98KB
医科診療行為（算定回数）,A基本診療料,特定入院料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001258270.xlsx,940KB
医科診療行為（算定回数）,A基本診療料,入院基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001258271.xlsx,89KB
医科診療行為（算定回数）,A基本診療料,入院基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/001258272.xlsx,103KB
医科診療行為（算定回数）,A基本診療料,入院基本料_診療月別算定回数,https://www.mhlw.go.jp/content/12400000/001258274.xlsx,49KB
医科診療行為（算定回数）,A基本診療料,入院基本料_二次医療圏別算定回数,https://www.mhlw.go.jp/content/12400000/001258276.xlsx,457KB
医科診療行為（算定回数）,A基本診療料,入院基本料等加算_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/001258277.xlsx,71KB
