category1,category2,title,url,size
医科診療行為,A基本診療料,初再診料_性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177222.xlsx,
医科診療行為,A基本診療料,初再診料_都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177223.xlsx,
医科診療行為,A基本診療料,特定入院料_性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177224.xlsx,
医科診療行為,A基本診療料,特定入院料_都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177227.xlsx,
医科診療行為,A基本診療料,入院基本料_性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177226.xlsx,
医科診療行為,A基本診療料,入院基本料_都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177228.xlsx,
医科診療行為,A基本診療料,入院基本料等加算_性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177229.xlsx,
医科診療行為,A基本診療料,入院基本料等加算_都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177230.xlsx,
医科診療行為,B医学管理等,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177240.xlsx,
医科診療行為,B医学管理等,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177241.xlsx,
医科診療行為,C在宅医療,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177940.xlsx,
医科診療行為,C在宅医療,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177239.xlsx,
医科診療行為,D検査,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177242.xlsx,
医科診療行為,D検査,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177244.xlsx,
医科診療行為,E画像診断,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177245.xlsx,
医科診療行為,E画像診断,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177246.xlsx,
医科診療行為,F投薬,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177248.xlsx,
医科診療行為,F投薬,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177249.xlsx,
医科診療行為,G注射,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177251.xlsx,
医科診療行為,G注射,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177253.xlsx,
医科診療行為,Hリハビリテーション,性年齢別算定回数／単位数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000193327.xlsx,
医科診療行為,Hリハビリテーション,都道府県別算定回数／単位数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000193328.xlsx,
医科診療行為,I 精神科専門療法,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177257.xlsx,
医科診療行為,I 精神科専門療法,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177258.xlsx,
医科診療行為,J処置,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177262.xlsx,
医科診療行為,J処置,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177265.xlsx,
医科診療行為,K手術,款別性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177266.xlsx,
医科診療行為,K手術,款別都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177267.xlsx,
医科診療行為,L麻酔,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177268.xlsx,
医科診療行為,L麻酔,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177269.xlsx,
医科診療行為,M放射線治療,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177271.xlsx,
医科診療行為,M放射線治療,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177272.xlsx,
医科診療行為,N病理診断,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177273.xlsx,
医科診療行為,N病理診断,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177274.xlsx,
歯科診療行為,A基本診療料,初再診料_性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177276.xlsx,
歯科診療行為,A基本診療料,初再診料_都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177277.xlsx,
歯科診療行為,B医学管理等,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177279.xlsx,
歯科診療行為,B医学管理等,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177280.xlsx,
歯科診療行為,C在宅医療,性年齢別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177283.xlsx,
歯科診療行為,C在宅医療,都道府県別算定回数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177284.xlsx,
歯科傷病,,性年齢別　傷病件数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177285.xlsx,
歯科傷病,,都道府県別　傷病件数,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177286.xlsx,
処方薬（内服／外用／注射）,内服,外来（院外）_性年齢別薬効分類別数量,https://www.mhlw.go.jp/file/06-Seisakujouhou-12400000-Hokenkyoku/0000177287.xlsx,
