category1,category2,title,url,size
医科診療行為,A基本診療料,初再診料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347698.xlsx,
医科診療行為,A基本診療料,初再診料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347699.xlsx,
医科診療行為,A基本診療料,短期滞在手術等基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347700.xlsx,
医科診療行為,A基本診療料,短期滞在手術等基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347701.xlsx,
医科診療行為,A基本診療料,特定入院料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347702.xlsx,
医科診療行為,A基本診療料,特定入院料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347703.xlsx,
医科診療行為,A基本診療料,入院基本料_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347704.xlsx,
医科診療行為,A基本診療料,入院基本料_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347705.xlsx,
医科診療行為,A基本診療料,入院基本料等加算_性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347706.xlsx,
医科診療行為,A基本診療料,入院基本料等加算_都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347707.xlsx,
医科診療行為,B医学管理等,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347708.xlsx,
医科診療行為,B医学管理等,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347709.xlsx,
医科診療行為,C在宅医療,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347710.xlsx,
医科診療行為,C在宅医療,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347711.xlsx,
医科診療行為,D検査,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347712.xlsx,
医科診療行為,D検査,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347713.xlsx,
医科診療行為,E画像診断,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347714.xlsx,
医科診療行為,E画像診断,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347715.xlsx,
医科診療行為,F投薬,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347716.xlsx,
医科診療行為,F投薬,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347717.xlsx,
医科診療行為,G注射,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347718.xlsx,
医科診療行為,G注射,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347719.xlsx,
医科診療行為,Hリハビリテーション,性年齢別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/000347720.xlsx,
医科診療行為,Hリハビリテーション,都道府県別算定回数／単位数,https://www.mhlw.go.jp/content/12400000/000347721.xlsx,
医科診療行為,I 精神科専門療法,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347722.xlsx,
医科診療行為,I 精神科専門療法,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347723.xlsx,
医科診療行為,J処置,性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347724.xlsx,
医科診療行為,J処置,都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347725.xlsx,
医科診療行為,K手術,款別性年齢別算定回数,https://www.mhlw.go.jp/content/12400000/000347727.xlsx,
医科診療行為,K手術,款別都道府県別算定回数,https://www.mhlw.go.jp/content/12400000/000347728.xlsx,
